,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
foul_prob[4406],0.383,0.02,0.344,0.423,0.0,0.0,11971.0,8170.0,1.0
foul_prob[4407],0.424,0.016,0.394,0.455,0.0,0.0,11533.0,8548.0,1.0
foul_prob[4408],0.354,0.019,0.318,0.391,0.0,0.0,11338.0,7962.0,1.0
foul_prob[4409],0.386,0.013,0.36,0.412,0.0,0.0,10434.0,9228.0,1.0
foul_prob[4410],0.422,0.012,0.399,0.446,0.0,0.0,12084.0,8996.0,1.0
foul_prob[4411],0.365,0.016,0.336,0.397,0.0,0.0,10434.0,8498.0,1.0
foul_prob[4412],0.477,0.023,0.433,0.522,0.0,0.0,10166.0,8605.0,1.0
foul_prob[4413],0.359,0.021,0.318,0.4,0.0,0.0,9706.0,7565.0,1.0
foul_prob[4414],0.469,0.018,0.434,0.506,0.0,0.0,10271.0,9217.0,1.0
foul_prob[4415],0.487,0.016,0.454,0.518,0.0,0.0,12225.0,8444.0,1.0
foul_prob[4416],0.55,0.015,0.52,0.581,0.0,0.0,10406.0,7699.0,1.0
foul_prob[4417],0.462,0.015,0.433,0.493,0.0,0.0,9726.0,8671.0,1.0
foul_prob[4418],0.453,0.021,0.413,0.496,0.0,0.0,10113.0,7763.0,1.0
foul_prob[4419],0.499,0.018,0.466,0.535,0.0,0.0,10333.0,8949.0,1.0
foul_prob[4420],0.487,0.019,0.453,0.524,0.0,0.0,10037.0,8013.0,1.0
foul_prob[4421],0.402,0.019,0.366,0.439,0.0,0.0,10714.0,8211.0,1.0
foul_prob[4422],0.451,0.018,0.416,0.489,0.0,0.0,10597.0,8474.0,1.0
foul_prob[4423],0.328,0.019,0.29,0.367,0.0,0.0,10465.0,8769.0,1.0
foul_prob[4424],0.369,0.042,0.291,0.455,0.0,0.0,11004.0,8905.0,1.0
foul_prob[4425],0.35,0.015,0.322,0.379,0.0,0.0,10782.0,8797.0,1.0
foul_prob[4426],0.449,0.018,0.413,0.484,0.0,0.0,11177.0,8868.0,1.0
foul_prob[4427],0.45,0.017,0.418,0.483,0.0,0.0,10966.0,7906.0,1.0
foul_prob[4428],0.333,0.017,0.299,0.367,0.0,0.0,10331.0,9563.0,1.0
foul_prob[4429],0.5,0.017,0.467,0.534,0.0,0.0,10044.0,9310.0,1.0
foul_prob[4430],0.368,0.015,0.337,0.398,0.0,0.0,11428.0,9578.0,1.0
foul_prob[4431],0.456,0.013,0.43,0.479,0.0,0.0,11983.0,8603.0,1.0
foul_prob[4432],0.51,0.018,0.475,0.543,0.0,0.0,11480.0,8165.0,1.0
foul_prob[4433],0.439,0.018,0.402,0.472,0.0,0.0,10906.0,8365.0,1.0
foul_prob[4434],0.465,0.018,0.429,0.5,0.0,0.0,11306.0,7950.0,1.0
foul_prob[4435],0.399,0.013,0.374,0.427,0.0,0.0,11152.0,9352.0,1.0
foul_prob[4436],0.359,0.044,0.278,0.449,0.0,0.0,12192.0,8721.0,1.0
foul_prob[4437],0.439,0.016,0.407,0.471,0.0,0.0,11927.0,8396.0,1.0
foul_prob[4438],0.421,0.016,0.391,0.455,0.0,0.0,10347.0,8385.0,1.0
foul_prob[4439],0.387,0.021,0.345,0.429,0.0,0.0,10912.0,9159.0,1.0
foul_prob[4440],0.51,0.017,0.475,0.543,0.0,0.0,10258.0,8972.0,1.0
foul_prob[4441],0.491,0.02,0.452,0.532,0.0,0.0,10879.0,8869.0,1.0
foul_prob[4442],0.451,0.017,0.415,0.483,0.0,0.0,10015.0,8329.0,1.0
foul_prob[4443],0.452,0.019,0.415,0.491,0.0,0.0,10960.0,7767.0,1.0
foul_prob[4444],0.487,0.041,0.409,0.569,0.0,0.0,10284.0,9768.0,1.0
foul_prob[4445],0.374,0.023,0.33,0.421,0.0,0.0,11473.0,9108.0,1.0
foul_prob[4446],0.44,0.016,0.409,0.473,0.0,0.0,11221.0,9261.0,1.0
foul_prob[4447],0.516,0.023,0.471,0.562,0.0,0.0,10176.0,9150.0,1.0
foul_prob[4448],0.537,0.012,0.513,0.56,0.0,0.0,11228.0,8629.0,1.0
foul_prob[4449],0.348,0.021,0.307,0.388,0.0,0.0,10194.0,8864.0,1.0
foul_prob[4450],0.545,0.018,0.51,0.581,0.0,0.0,10151.0,9273.0,1.0
foul_prob[4451],0.352,0.017,0.319,0.385,0.0,0.0,10340.0,8558.0,1.0
foul_prob[4452],0.42,0.03,0.363,0.478,0.0,0.0,12196.0,8572.0,1.0
foul_prob[4453],0.471,0.04,0.39,0.547,0.0,0.0,11015.0,8901.0,1.0
foul_prob[4454],0.482,0.02,0.442,0.521,0.0,0.0,11574.0,7973.0,1.0
foul_prob[4455],0.497,0.017,0.464,0.531,0.0,0.0,10187.0,8327.0,1.0
foul_prob[4456],0.406,0.011,0.385,0.426,0.0,0.0,10730.0,8074.0,1.0
foul_prob[4457],0.463,0.023,0.421,0.511,0.0,0.0,10116.0,8733.0,1.0
foul_prob[4458],0.371,0.015,0.341,0.4,0.0,0.0,11105.0,8677.0,1.0
foul_prob[4459],0.498,0.021,0.456,0.537,0.0,0.0,11216.0,8232.0,1.0
foul_prob[4460],0.566,0.024,0.517,0.613,0.0,0.0,11110.0,8841.0,1.0
foul_prob[4461],0.388,0.022,0.348,0.432,0.0,0.0,10174.0,8536.0,1.0
foul_prob[4462],0.392,0.03,0.333,0.451,0.0,0.0,10846.0,9493.0,1.0
foul_prob[4463],0.405,0.026,0.354,0.457,0.0,0.0,10809.0,8233.0,1.0
foul_prob[4464],0.479,0.015,0.449,0.508,0.0,0.0,10440.0,8272.0,1.0
foul_prob[4465],0.366,0.024,0.321,0.413,0.0,0.0,11641.0,8952.0,1.0
foul_prob[4466],0.413,0.023,0.367,0.456,0.0,0.0,10682.0,8826.0,1.0
foul_prob[4467],0.471,0.018,0.435,0.506,0.0,0.0,11284.0,8493.0,1.0
foul_prob[4468],0.411,0.015,0.38,0.44,0.0,0.0,11714.0,9409.0,1.0
foul_prob[4469],0.402,0.022,0.359,0.443,0.0,0.0,11944.0,8892.0,1.0
foul_prob[4470],0.433,0.016,0.401,0.465,0.0,0.0,11566.0,8251.0,1.0
foul_prob[4471],0.406,0.021,0.365,0.447,0.0,0.0,10026.0,8095.0,1.0
foul_prob[4472],0.407,0.017,0.375,0.441,0.0,0.0,11323.0,9533.0,1.0
foul_prob[4473],0.301,0.046,0.212,0.393,0.0,0.0,11785.0,7914.0,1.0
foul_prob[4474],0.417,0.02,0.379,0.455,0.0,0.0,10554.0,9354.0,1.0
foul_prob[4475],0.441,0.018,0.406,0.475,0.0,0.0,11386.0,9202.0,1.0
foul_prob[4476],0.457,0.021,0.418,0.499,0.0,0.0,10885.0,7970.0,1.0
foul_prob[4477],0.474,0.012,0.452,0.497,0.0,0.0,11349.0,8695.0,1.0
foul_prob[4478],0.508,0.015,0.477,0.538,0.0,0.0,9936.0,9169.0,1.0
foul_prob[4479],0.492,0.019,0.456,0.53,0.0,0.0,11891.0,8600.0,1.0
foul_prob[4480],0.466,0.023,0.421,0.51,0.0,0.0,10958.0,9151.0,1.0
foul_prob[4481],0.354,0.04,0.28,0.434,0.0,0.0,10616.0,8758.0,1.0
foul_prob[4482],0.433,0.014,0.406,0.46,0.0,0.0,11641.0,9618.0,1.0
foul_prob[4483],0.441,0.016,0.408,0.472,0.0,0.0,11228.0,9023.0,1.0
foul_prob[4484],0.471,0.012,0.447,0.495,0.0,0.0,10064.0,9232.0,1.0
foul_prob[4485],0.487,0.02,0.447,0.526,0.0,0.0,10542.0,9089.0,1.0
foul_prob[4486],0.35,0.024,0.306,0.398,0.0,0.0,11431.0,8246.0,1.0
foul_prob[4487],0.391,0.017,0.358,0.424,0.0,0.0,10518.0,9529.0,1.0
foul_prob[4488],0.455,0.029,0.401,0.513,0.0,0.0,11192.0,9472.0,1.0
foul_prob[4489],0.418,0.021,0.38,0.46,0.0,0.0,10697.0,9390.0,1.0
foul_prob[4490],0.472,0.023,0.427,0.517,0.0,0.0,10229.0,7720.0,1.0
foul_prob[4491],0.51,0.021,0.469,0.549,0.0,0.0,11342.0,8326.0,1.0
foul_prob[4492],0.455,0.051,0.355,0.557,0.0,0.0,11201.0,8842.0,1.0
foul_prob[4493],0.486,0.024,0.437,0.533,0.0,0.0,11664.0,8322.0,1.0
foul_prob[4494],0.44,0.026,0.387,0.491,0.0,0.0,12069.0,8893.0,1.0
foul_prob[4495],0.39,0.014,0.362,0.418,0.0,0.0,11002.0,9504.0,1.0
foul_prob[4496],0.443,0.019,0.406,0.481,0.0,0.0,11841.0,8601.0,1.0
foul_prob[4497],0.367,0.016,0.337,0.399,0.0,0.0,10701.0,8644.0,1.0
foul_prob[4498],0.316,0.023,0.273,0.364,0.0,0.0,10848.0,7144.0,1.0
foul_prob[4499],0.44,0.013,0.415,0.467,0.0,0.0,11298.0,8457.0,1.0
foul_prob[4500],0.475,0.018,0.44,0.508,0.0,0.0,10422.0,8898.0,1.0
foul_prob[4501],0.433,0.011,0.413,0.454,0.0,0.0,11196.0,8565.0,1.0
foul_prob[4502],0.497,0.017,0.464,0.53,0.0,0.0,10628.0,8422.0,1.0
foul_prob[4503],0.418,0.021,0.378,0.459,0.0,0.0,10766.0,9089.0,1.0
foul_prob[4504],0.364,0.016,0.333,0.395,0.0,0.0,10882.0,9611.0,1.0
foul_prob[4505],0.33,0.015,0.301,0.36,0.0,0.0,10562.0,9726.0,1.0
foul_prob[4506],0.34,0.027,0.286,0.39,0.0,0.0,10382.0,7416.0,1.0
foul_prob[4507],0.463,0.023,0.417,0.508,0.0,0.0,11046.0,8852.0,1.0
foul_prob[4508],0.376,0.022,0.331,0.416,0.0,0.0,11028.0,9214.0,1.0
foul_prob[4509],0.331,0.026,0.283,0.384,0.0,0.0,10677.0,7607.0,1.0
foul_prob[4510],0.454,0.024,0.407,0.502,0.0,0.0,11456.0,8501.0,1.0
foul_prob[4511],0.432,0.011,0.411,0.454,0.0,0.0,10630.0,8575.0,1.0
foul_prob[4512],0.52,0.02,0.48,0.56,0.0,0.0,10027.0,8293.0,1.0
foul_prob[4513],0.429,0.026,0.38,0.481,0.0,0.0,12055.0,8856.0,1.0
foul_prob[4514],0.556,0.021,0.513,0.595,0.0,0.0,11131.0,9181.0,1.0
foul_prob[4515],0.456,0.022,0.413,0.499,0.0,0.0,12052.0,8769.0,1.0
foul_prob[4516],0.446,0.018,0.411,0.481,0.0,0.0,11856.0,8383.0,1.0
foul_prob[4517],0.5,0.015,0.469,0.529,0.0,0.0,11425.0,9325.0,1.0
foul_prob[4518],0.393,0.016,0.361,0.425,0.0,0.0,10447.0,9141.0,1.0
foul_prob[4519],0.527,0.035,0.461,0.596,0.0,0.0,10133.0,8710.0,1.0
foul_prob[4520],0.528,0.022,0.485,0.572,0.0,0.0,10837.0,8910.0,1.0
foul_prob[4521],0.364,0.025,0.315,0.414,0.0,0.0,10224.0,9064.0,1.0
foul_prob[4522],0.361,0.026,0.309,0.41,0.0,0.0,9789.0,8031.0,1.0
foul_prob[4523],0.351,0.02,0.313,0.389,0.0,0.0,10912.0,7685.0,1.0
foul_prob[4524],0.557,0.037,0.482,0.625,0.0,0.0,10226.0,8894.0,1.0
foul_prob[4525],0.397,0.016,0.366,0.427,0.0,0.0,10549.0,9387.0,1.0
foul_prob[4526],0.459,0.024,0.411,0.504,0.0,0.0,11322.0,7810.0,1.0
foul_prob[4527],0.508,0.011,0.487,0.528,0.0,0.0,9756.0,8086.0,1.0
foul_prob[4528],0.442,0.03,0.384,0.503,0.0,0.0,11426.0,8725.0,1.0
foul_prob[4529],0.503,0.015,0.474,0.531,0.0,0.0,10608.0,9011.0,1.0
foul_prob[4530],0.606,0.048,0.512,0.699,0.0,0.0,10450.0,8629.0,1.0
foul_prob[4531],0.427,0.012,0.405,0.45,0.0,0.0,11821.0,9735.0,1.0
foul_prob[4532],0.336,0.016,0.306,0.367,0.0,0.0,10323.0,9233.0,1.0
foul_prob[4533],0.491,0.018,0.455,0.524,0.0,0.0,10609.0,7889.0,1.0
foul_prob[4534],0.369,0.024,0.321,0.418,0.0,0.0,10615.0,8982.0,1.0
foul_prob[4535],0.337,0.021,0.296,0.38,0.0,0.0,11322.0,7188.0,1.0
foul_prob[4536],0.452,0.022,0.409,0.494,0.0,0.0,11869.0,9160.0,1.0
foul_prob[4537],0.376,0.013,0.349,0.402,0.0,0.0,10797.0,8380.0,1.0
foul_prob[4538],0.479,0.019,0.441,0.516,0.0,0.0,10373.0,9098.0,1.0
foul_prob[4539],0.383,0.018,0.347,0.417,0.0,0.0,12466.0,8195.0,1.0
foul_prob[4540],0.51,0.017,0.478,0.543,0.0,0.0,10892.0,9120.0,1.0
foul_prob[4541],0.462,0.017,0.429,0.495,0.0,0.0,10875.0,8690.0,1.0
foul_prob[4542],0.422,0.015,0.393,0.451,0.0,0.0,11332.0,9206.0,1.0
foul_prob[4543],0.447,0.021,0.406,0.489,0.0,0.0,11567.0,8844.0,1.0
foul_prob[4544],0.397,0.016,0.365,0.427,0.0,0.0,11744.0,8729.0,1.0
foul_prob[4545],0.447,0.015,0.417,0.474,0.0,0.0,10423.0,8865.0,1.0
foul_prob[4546],0.538,0.015,0.507,0.567,0.0,0.0,10361.0,8082.0,1.0
foul_prob[4547],0.483,0.018,0.45,0.518,0.0,0.0,11486.0,8745.0,1.0
foul_prob[4548],0.491,0.01,0.471,0.51,0.0,0.0,9615.0,8113.0,1.0
foul_prob[4549],0.443,0.024,0.396,0.491,0.0,0.0,10758.0,9297.0,1.0
foul_prob[4550],0.477,0.03,0.419,0.533,0.0,0.0,10207.0,8417.0,1.0
foul_prob[4551],0.352,0.03,0.294,0.413,0.0,0.0,11456.0,9140.0,1.0
foul_prob[4552],0.263,0.03,0.205,0.322,0.0,0.0,11412.0,7898.0,1.0
foul_prob[4553],0.473,0.02,0.432,0.51,0.0,0.0,11449.0,9463.0,1.0
foul_prob[4554],0.467,0.013,0.441,0.492,0.0,0.0,9934.0,8090.0,1.0
foul_prob[4555],0.432,0.016,0.402,0.465,0.0,0.0,11042.0,8305.0,1.0
foul_prob[4556],0.384,0.017,0.353,0.418,0.0,0.0,11415.0,8911.0,1.0
foul_prob[4557],0.49,0.014,0.463,0.517,0.0,0.0,11116.0,8228.0,1.0
foul_prob[4558],0.391,0.024,0.345,0.437,0.0,0.0,10004.0,8067.0,1.0
foul_prob[4559],0.423,0.025,0.373,0.47,0.0,0.0,11296.0,9448.0,1.0
foul_prob[4560],0.446,0.019,0.409,0.483,0.0,0.0,11506.0,8509.0,1.0
foul_prob[4561],0.383,0.019,0.345,0.418,0.0,0.0,12905.0,8444.0,1.0
foul_prob[4562],0.405,0.016,0.372,0.435,0.0,0.0,11416.0,9099.0,1.0
foul_prob[4563],0.526,0.027,0.473,0.579,0.0,0.0,10621.0,8541.0,1.0
foul_prob[4564],0.508,0.019,0.472,0.545,0.0,0.0,10490.0,8563.0,1.0
foul_prob[4565],0.511,0.016,0.481,0.544,0.0,0.0,11718.0,8913.0,1.0
foul_prob[4566],0.44,0.02,0.4,0.477,0.0,0.0,11387.0,8571.0,1.0
foul_prob[4567],0.351,0.024,0.306,0.4,0.0,0.0,11016.0,9031.0,1.0
foul_prob[4568],0.384,0.026,0.333,0.435,0.0,0.0,9878.0,7191.0,1.0
foul_prob[4569],0.518,0.029,0.461,0.572,0.0,0.0,10741.0,8535.0,1.0
foul_prob[4570],0.417,0.016,0.387,0.448,0.0,0.0,10976.0,8833.0,1.0
foul_prob[4571],0.516,0.017,0.482,0.548,0.0,0.0,10600.0,9119.0,1.0
foul_prob[4572],0.439,0.027,0.386,0.493,0.0,0.0,11697.0,8976.0,1.0
foul_prob[4573],0.449,0.016,0.419,0.479,0.0,0.0,10012.0,8896.0,1.0
foul_prob[4574],0.354,0.02,0.315,0.393,0.0,0.0,11153.0,7643.0,1.0
foul_prob[4575],0.52,0.012,0.496,0.543,0.0,0.0,10230.0,8407.0,1.0
foul_prob[4576],0.489,0.031,0.427,0.548,0.0,0.0,10924.0,9423.0,1.0
foul_prob[4577],0.414,0.014,0.388,0.442,0.0,0.0,10339.0,9342.0,1.0
foul_prob[4578],0.377,0.02,0.34,0.415,0.0,0.0,10704.0,7874.0,1.0
foul_prob[4579],0.495,0.021,0.451,0.535,0.0,0.0,11050.0,8058.0,1.0
foul_prob[4580],0.383,0.015,0.355,0.414,0.0,0.0,10592.0,8436.0,1.0
foul_prob[4581],0.393,0.014,0.366,0.42,0.0,0.0,11685.0,8807.0,1.0
foul_prob[4582],0.416,0.013,0.392,0.443,0.0,0.0,10808.0,9405.0,1.0
foul_prob[4583],0.453,0.017,0.418,0.485,0.0,0.0,10805.0,8014.0,1.0
foul_prob[4584],0.461,0.021,0.418,0.499,0.0,0.0,11247.0,9151.0,1.0
foul_prob[4585],0.503,0.02,0.466,0.542,0.0,0.0,10370.0,8736.0,1.0
foul_prob[4586],0.418,0.013,0.393,0.443,0.0,0.0,10964.0,8661.0,1.0
foul_prob[4587],0.674,0.044,0.586,0.759,0.0,0.0,10231.0,8370.0,1.0
foul_prob[4588],0.461,0.012,0.437,0.485,0.0,0.0,9915.0,9091.0,1.0
foul_prob[4589],0.593,0.017,0.56,0.627,0.0,0.0,11217.0,8822.0,1.0
foul_prob[4590],0.459,0.02,0.421,0.497,0.0,0.0,10989.0,8483.0,1.0
foul_prob[4591],0.344,0.02,0.305,0.384,0.0,0.0,10294.0,9323.0,1.0
foul_prob[4592],0.504,0.014,0.478,0.532,0.0,0.0,10124.0,9638.0,1.0
foul_prob[4593],0.506,0.021,0.466,0.549,0.0,0.0,10125.0,8465.0,1.0
foul_prob[4594],0.578,0.029,0.521,0.634,0.0,0.0,11142.0,7448.0,1.0
foul_prob[4595],0.626,0.03,0.567,0.684,0.0,0.0,10886.0,9104.0,1.0
foul_prob[4596],0.453,0.021,0.413,0.494,0.0,0.0,11055.0,9249.0,1.0
foul_prob[4597],0.536,0.015,0.508,0.566,0.0,0.0,10419.0,8192.0,1.0
foul_prob[4598],0.455,0.028,0.399,0.508,0.0,0.0,10784.0,9489.0,1.0
foul_prob[4599],0.507,0.016,0.474,0.537,0.0,0.0,10689.0,9192.0,1.0
foul_prob[4600],0.615,0.029,0.558,0.671,0.0,0.0,10871.0,8607.0,1.0
foul_prob[4601],0.437,0.016,0.407,0.47,0.0,0.0,11508.0,9348.0,1.0
foul_prob[4602],0.416,0.016,0.386,0.448,0.0,0.0,10861.0,9167.0,1.0
foul_prob[4603],0.361,0.024,0.314,0.407,0.0,0.0,11535.0,9436.0,1.0
foul_prob[4604],0.461,0.016,0.429,0.492,0.0,0.0,10343.0,8952.0,1.0
foul_prob[4605],0.463,0.012,0.44,0.487,0.0,0.0,10940.0,8635.0,1.0
foul_prob[4606],0.376,0.016,0.345,0.407,0.0,0.0,11511.0,8547.0,1.0
foul_prob[4607],0.422,0.01,0.402,0.442,0.0,0.0,10674.0,8606.0,1.0
foul_prob[4608],0.395,0.023,0.35,0.442,0.0,0.0,11405.0,9216.0,1.0
foul_prob[4609],0.572,0.019,0.536,0.611,0.0,0.0,10743.0,7897.0,1.0
foul_prob[4610],0.386,0.014,0.36,0.415,0.0,0.0,10927.0,9211.0,1.0
foul_prob[4611],0.436,0.033,0.371,0.501,0.0,0.0,10418.0,8325.0,1.0
foul_prob[4612],0.36,0.021,0.319,0.4,0.0,0.0,10550.0,7841.0,1.0
foul_prob[4613],0.545,0.018,0.508,0.581,0.0,0.0,10934.0,7892.0,1.0
foul_prob[4614],0.484,0.023,0.438,0.53,0.0,0.0,11744.0,8375.0,1.0
foul_prob[4615],0.472,0.025,0.424,0.522,0.0,0.0,10349.0,8986.0,1.0
foul_prob[4616],0.48,0.021,0.44,0.522,0.0,0.0,11006.0,9222.0,1.0
foul_prob[4617],0.531,0.013,0.506,0.555,0.0,0.0,11335.0,9036.0,1.0
foul_prob[4618],0.566,0.019,0.529,0.603,0.0,0.0,9975.0,7781.0,1.0
foul_prob[4619],0.429,0.017,0.395,0.462,0.0,0.0,12124.0,8728.0,1.0
foul_prob[4620],0.496,0.03,0.438,0.554,0.0,0.0,10359.0,9196.0,1.0
foul_prob[4621],0.48,0.022,0.436,0.52,0.0,0.0,11212.0,8673.0,1.0
foul_prob[4622],0.543,0.014,0.516,0.57,0.0,0.0,10859.0,8781.0,1.0
foul_prob[4623],0.643,0.04,0.566,0.722,0.0,0.0,10273.0,8877.0,1.0
foul_prob[4624],0.508,0.027,0.456,0.559,0.0,0.0,10507.0,9278.0,1.0
foul_prob[4625],0.358,0.03,0.301,0.418,0.0,0.0,10022.0,8954.0,1.0
foul_prob[4626],0.409,0.02,0.369,0.445,0.0,0.0,11112.0,9271.0,1.0
foul_prob[4627],0.476,0.019,0.442,0.515,0.0,0.0,10654.0,8825.0,1.0
foul_prob[4628],0.44,0.02,0.4,0.478,0.0,0.0,10206.0,7394.0,1.0
foul_prob[4629],0.356,0.019,0.319,0.393,0.0,0.0,11243.0,6931.0,1.0
foul_prob[4630],0.435,0.012,0.409,0.458,0.0,0.0,11951.0,8980.0,1.0
foul_prob[4631],0.431,0.018,0.397,0.466,0.0,0.0,10916.0,9345.0,1.0
foul_prob[4632],0.509,0.026,0.457,0.559,0.0,0.0,10567.0,8430.0,1.0
foul_prob[4633],0.447,0.017,0.414,0.482,0.0,0.0,9923.0,7975.0,1.0
foul_prob[4634],0.47,0.03,0.412,0.529,0.0,0.0,10585.0,9625.0,1.0
foul_prob[4635],0.398,0.028,0.344,0.452,0.0,0.0,10089.0,9076.0,1.0
foul_prob[4636],0.562,0.018,0.526,0.596,0.0,0.0,10458.0,9279.0,1.0
foul_prob[4637],0.374,0.022,0.333,0.418,0.0,0.0,10239.0,8718.0,1.0
foul_prob[4638],0.424,0.016,0.393,0.456,0.0,0.0,9792.0,9094.0,1.0
foul_prob[4639],0.465,0.032,0.405,0.528,0.0,0.0,11012.0,10060.0,1.0
foul_prob[4640],0.427,0.024,0.382,0.476,0.0,0.0,10926.0,8058.0,1.0
foul_prob[4641],0.395,0.014,0.367,0.424,0.0,0.0,11568.0,8523.0,1.0
foul_prob[4642],0.5,0.015,0.471,0.529,0.0,0.0,10628.0,8093.0,1.0
foul_prob[4643],0.501,0.019,0.464,0.538,0.0,0.0,11018.0,8555.0,1.0
foul_prob[4644],0.369,0.019,0.33,0.405,0.0,0.0,10317.0,8081.0,1.0
foul_prob[4645],0.4,0.017,0.367,0.434,0.0,0.0,11756.0,9323.0,1.0
foul_prob[4646],0.52,0.022,0.478,0.564,0.0,0.0,11139.0,8716.0,1.0
foul_prob[4647],0.43,0.012,0.406,0.454,0.0,0.0,11357.0,8692.0,1.0
foul_prob[4648],0.336,0.023,0.291,0.381,0.0,0.0,10592.0,7287.0,1.0
foul_prob[4649],0.46,0.027,0.407,0.512,0.0,0.0,10003.0,7736.0,1.0
foul_prob[4650],0.353,0.027,0.298,0.406,0.0,0.0,10328.0,9317.0,1.0
foul_prob[4651],0.456,0.018,0.421,0.492,0.0,0.0,12180.0,8682.0,1.0
foul_prob[4652],0.352,0.021,0.313,0.393,0.0,0.0,10532.0,9326.0,1.0
foul_prob[4653],0.409,0.012,0.384,0.432,0.0,0.0,9977.0,9012.0,1.0
foul_prob[4654],0.533,0.016,0.504,0.564,0.0,0.0,10125.0,7250.0,1.0
foul_prob[4655],0.384,0.024,0.337,0.429,0.0,0.0,9908.0,7967.0,1.0
foul_prob[4656],0.482,0.019,0.444,0.518,0.0,0.0,10101.0,8963.0,1.0
foul_prob[4657],0.412,0.021,0.369,0.451,0.0,0.0,11034.0,8698.0,1.0
foul_prob[4658],0.325,0.021,0.286,0.366,0.0,0.0,11027.0,8330.0,1.0
foul_prob[4659],0.462,0.011,0.44,0.484,0.0,0.0,11781.0,8289.0,1.0
foul_prob[4660],0.376,0.022,0.331,0.416,0.0,0.0,12839.0,8604.0,1.0
foul_prob[4661],0.52,0.035,0.45,0.585,0.0,0.0,9873.0,7805.0,1.0
foul_prob[4662],0.425,0.014,0.398,0.451,0.0,0.0,10850.0,8906.0,1.0
foul_prob[4663],0.424,0.022,0.383,0.468,0.0,0.0,11640.0,8899.0,1.0
foul_prob[4664],0.454,0.019,0.416,0.49,0.0,0.0,10729.0,7900.0,1.0
foul_prob[4665],0.406,0.022,0.363,0.447,0.0,0.0,10073.0,8451.0,1.0
foul_prob[4666],0.489,0.016,0.456,0.52,0.0,0.0,11618.0,7751.0,1.0
foul_prob[4667],0.536,0.011,0.515,0.557,0.0,0.0,10561.0,7530.0,1.0
foul_prob[4668],0.436,0.015,0.406,0.466,0.0,0.0,11399.0,9099.0,1.0
foul_prob[4669],0.423,0.021,0.382,0.462,0.0,0.0,10617.0,7229.0,1.0
foul_prob[4670],0.373,0.016,0.341,0.405,0.0,0.0,10749.0,8860.0,1.0
foul_prob[4671],0.475,0.021,0.434,0.515,0.0,0.0,11910.0,8144.0,1.0
foul_prob[4672],0.468,0.024,0.423,0.514,0.0,0.0,10194.0,7930.0,1.0
foul_prob[4673],0.326,0.02,0.288,0.368,0.0,0.0,10163.0,9136.0,1.0
foul_prob[4674],0.487,0.013,0.461,0.512,0.0,0.0,10217.0,9502.0,1.0
foul_prob[4675],0.422,0.027,0.371,0.476,0.0,0.0,10696.0,7816.0,1.0
foul_prob[4676],0.428,0.025,0.378,0.477,0.0,0.0,11088.0,9280.0,1.0
foul_prob[4677],0.413,0.013,0.387,0.439,0.0,0.0,10803.0,9624.0,1.0
foul_prob[4678],0.503,0.022,0.461,0.545,0.0,0.0,10854.0,9175.0,1.0
foul_prob[4679],0.361,0.03,0.303,0.418,0.0,0.0,10231.0,8419.0,1.0
foul_prob[4680],0.381,0.011,0.36,0.402,0.0,0.0,11108.0,8865.0,1.0
foul_prob[4681],0.417,0.014,0.389,0.443,0.0,0.0,12244.0,8898.0,1.0
foul_prob[4682],0.356,0.029,0.297,0.412,0.0,0.0,11073.0,8917.0,1.0
foul_prob[4683],0.43,0.016,0.399,0.462,0.0,0.0,11436.0,8283.0,1.0
foul_prob[4684],0.519,0.021,0.479,0.561,0.0,0.0,11788.0,9110.0,1.0
foul_prob[4685],0.443,0.017,0.41,0.475,0.0,0.0,10566.0,8692.0,1.0
foul_prob[4686],0.505,0.019,0.468,0.54,0.0,0.0,11785.0,9053.0,1.0
foul_prob[4687],0.506,0.02,0.466,0.546,0.0,0.0,10465.0,8203.0,1.0
foul_prob[4688],0.316,0.022,0.273,0.358,0.0,0.0,10823.0,8282.0,1.0
foul_prob[4689],0.334,0.022,0.29,0.377,0.0,0.0,10844.0,7133.0,1.0
foul_prob[4690],0.479,0.014,0.451,0.507,0.0,0.0,10878.0,9337.0,1.0
foul_prob[4691],0.433,0.018,0.4,0.468,0.0,0.0,11065.0,8729.0,1.0
foul_prob[4692],0.478,0.028,0.424,0.533,0.0,0.0,11426.0,8832.0,1.0
foul_prob[4693],0.468,0.022,0.426,0.511,0.0,0.0,10165.0,8428.0,1.0
foul_prob[4694],0.414,0.015,0.385,0.444,0.0,0.0,11796.0,9196.0,1.0
foul_prob[4695],0.577,0.027,0.523,0.628,0.0,0.0,10839.0,8116.0,1.0
foul_prob[4696],0.572,0.017,0.539,0.603,0.0,0.0,10435.0,9410.0,1.0
foul_prob[4697],0.504,0.026,0.456,0.556,0.0,0.0,10741.0,8902.0,1.0
foul_prob[4698],0.443,0.016,0.411,0.475,0.0,0.0,11396.0,9084.0,1.0
foul_prob[4699],0.398,0.022,0.356,0.441,0.0,0.0,10679.0,9048.0,1.0
foul_prob[4700],0.399,0.013,0.372,0.425,0.0,0.0,11163.0,8949.0,1.0
foul_prob[4701],0.343,0.019,0.308,0.382,0.0,0.0,10403.0,8842.0,1.0
